cluster,avg_trades_per_day,avg_fills_per_day,avg_trade_size,volume_per_day,buy_share,pos_size,pnl_mean,pnl_std,win_rate,traders,archetype
1,66.96489283369297,81.82971857207521,7458.567469567454,412676.10373536753,0.4784476876558923,152782.81029580088,3567.8549794673922,16296.571369718975,0.8304788394822937,29,Low-touch / low size
0,247.67536630036628,409.89468864468864,21900.437227325787,5264098.399900794,0.5306301597660404,1834920.3974666668,39742.54382353194,88616.23232663695,0.8490837097887393,3,High-churn / high size (higher win-rate)
