pos_size_segment,traders,total_net_pnl_mean,win_rate_mean,pnl_std_mean,max_dd_mean,avg_trades_per_day,median_max_pos
High position size,8,459556.2355135501,0.8079150666787439,49823.54139375308,-83802.70898625,170.22670273417896,858611.8292375
Low position size,8,110717.22698166857,0.8772227697518807,4534.7821936579185,-7909.095085765001,43.25330495770736,18112.853898245
